anio,jugadores,tiempo,edad,estrategia,nombre,categorias,sistemas,familia,nota,cantidad,desviacion
2003,2–6,15–20,5+,1.08,Gulo Gulo,Action / Dexterity|#|Animals|#|Children's Game|#|Humor,Modular Board,N/A,6876,2546,1.24
2016,2–4,45–60,12+,2.28,Via Nebula,Territory Building|#|Transportation,Pick-up and Deliver|#|Route/Network Building,N/A,7298,1139,1.12
2016,2–5,45–75,10+,2.16,Automobiles,Racing|#|Transportation,Deck / Pool Building|#|Hand Management,AEG: Destination Fun|#|Sports: Auto Racing,7435,974,1.16
2006,2–4,30,12+,2.05,Traders of Osaka,Ancient|#|Card Game|#|Economic,Commodity Speculation|#|Hand Management|#|Set Collection,N/A,6904,2231,1.18
2011,2,30,12+,2.35,Omen: A Reign of War,Ancient|#|Card Game|#|Fantasy|#|Mythology,Area Control / Area Influence|#|Card Drafting|#|Hand Management|#|Variable Player Powers,Admin: Better Description Needed!|#|Country: Greece|#|Crowdfunding: Kickstarter,7407,987,1.31
2015,2–4,60–90,12+,2.73,Automania,Economic|#|Industry / Manufacturing,Tile Placement|#|Variable Player Powers|#|Worker Placement,Automotive|#|Crowdfunding: Kickstarter,7506,899,0.97
2016,1–5,30–45,13+,1.93,Valeria: Card Kingdoms,Card Game|#|Dice|#|Fantasy,Card Drafting|#|Deck / Pool Building|#|Dice Rolling,Crowdfunding: Kickstarter|#|Tableau Building,7545,917,1.25
2011,2–4,45,10+,2.25,Pergamon,Ancient,Set Collection,Archaeology|#|Country: Greece|#|Country: Turkey,6960,1923,1.07
1997,3–5,30,10+,1.54,Turn the Tide,Card Game,Hand Management|#|Simultaneous Action Selection,N/A,6803,3051,1.19
2009,1–2,60,10+,3.26,Dungeon Twister 2: Prison,Adventure|#|Exploration|#|Fantasy|#|Fighting|#|Maze,Action Point Allowance System|#|Grid Movement|#|Hand Management|#|Modular Board|#|Secret Unit Deployment|#|Tile Placement|#|Variable Player Powers,Dungeon Twister|#|Solitaire Games,7389,1033,1.60
1995,1–5,90,12+,3.63,Middle-Earth,Adventure|#|Card Game|#|Collectible Components|#|Exploration|#|Fantasy|#|Fighting|#|Novel-based,Area Movement|#|Dice Rolling|#|Hand Management|#|Variable Player Powers,CCGs (Collectible Card Games)|#|Solitaire Games|#|Tolkien Games,7187,1505,1.79
1982,2,150,12+,3.40,Rommel in the Desert,Wargame|#|World War II,Dice Rolling|#|Secret Unit Deployment,Block wargames|#|Desert Theme,7544,861,1.47
2013,2–4,45–90,8+,2.78,Theseus: The Dark Orbit,Fighting|#|Science Fiction,Partnerships|#|Point to Point Movement|#|Variable Player Powers,N/A,7232,1266,1.46
2015,1–4,60–90,12+,2.47,The Pursuit of Happiness,N/A,Simulation|#|Worker Placement,N/A,7425,977,1.16
1982,2–6,180,12+,2.64,Empire Builder,Economic|#|Trains|#|Transportation,Action / Movement Programming|#|Area Enclosure|#|Crayon Rail System|#|Pick-up and Deliver|#|Route/Network Building,Country: USA|#|Empire Builder Rail Games,6918,2416,1.45
2011,2–8,15,8+,1.12,Timeline: Historical Events,Card Game|#|Educational,N/A,Timeline,6869,2526,1.15
